District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
South,Bo,Bo Town,East Ward-Lower Samamie-Durbar ground,Dr Margai Street,Private Water,7.965696426384127,-11.725669677918702,148.3,a5xsoojs,https://akvoflow-110.s3.amazonaws.com/images/1a9a66bf-da18-4926-9864-b94f4c2a5fe1.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2003,,Landlord,8:Private Individual,3:Privat owner,2:No,,,,0,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
South,Bo,Bo Town,East Ward-Lower Samamie-Durbar ground,Kpana Drive,Community,7.96574929744817,-11.725771376368925,141.6,a5xvnukp,https://akvoflow-110.s3.amazonaws.com/images/948d7a1a-09bc-4a30-9307-4d6548bb2b0d.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,,1:Yes,125,4:No - Broken down,4:Over a year ago,5:More than a year,Yes,3:Damaged Pump|4:Damaged Pipe|8:Damaged Reservoir,Seasonal,7,1:Yes,,,,,2011,Other,Islamic N G O,1:Community,3:Privat owner,3:Unknown,,No,,12,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
South,Bo,Kakua,Nguabu,Duvuibu,3 Foday Street Near The Swamp Water Point,7.978099315078607,-11.731318307869712,114,a6iay6pt,https://akvoflow-110.s3.amazonaws.com/images/e4d8b475-f5d8-45ca-a95c-7671a656cc16.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,3:Over a week,Yes,"OTHER:No fence, No drainage",Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,,Privately Owned,8:Private Individual,3:Privat owner,2:No,,,,15,Don't know,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
South,Bo,Bo Town,North Ward-Reservation I,Moyatu Street,Mr Brima private,7.98255867117576,-11.741838485890826,116.9,a6pohilm,https://akvoflow-110.s3.amazonaws.com/images/2a42e8b6-a760-476f-b0cb-f18a8eff999e.jpg,9:Unprotected dug well,5:Gravity,,,1:Yes,15,1:Yes – Functional (and in use),,6:I don't know,Yes,6:Damaged Concrete,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,,No,8:Private Individual,3:Privat owner,1:Yes,1:Yes,,,10,No,,,,,,3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage,2:Water is not available,5:Water kettle/cooler,5:None
South,Bo,Bo Town,East Ward-Moriba Town-New  site,Gbangawa Street,Private water point,7.96341338269679,-11.731111733186655,104.8,a5u0xunz,https://akvoflow-110.s3.amazonaws.com/images/c6c0ea81-e9be-4d87-85f5-5a196ef49ff7.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,6:Damaged Concrete|OTHER:No proper well cover,Seasonal,3,2:No,Impure,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1984,,Landlord,8:Private Individual,3:Privat owner,3:Unknown,,,,0,No,,,,,,1:Visible faecal residues around the drop hole or basin|4:Surface flow of sewage,2:Water is not available,1:No device present,5:None
South,Bo,Bo Town,West Ward-Nikibu - Bo School,J  15  Nikibu,No Name Private Individual,7.959428618320131,-11.750566593214987,188.4,a5nfdwg1,https://akvoflow-110.s3.amazonaws.com/images/2ddfbce4-dce1-42d3-8d46-35a710de6fdf.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,1:Yes,15,1:Yes – Functional (and in use),,4:Over a month,Yes,6:Damaged Concrete,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2007,,Private Individual,8:Private Individual,3:Privat owner,2:No,,,,40,No,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,3:Liquid soap
South,Pujehun,Barri,Sonjour I,Ngieyawame,Ngieyawame primary school pump,7.41939009,-11.45354329,104,9gube4o7,https://akvoflow-110.s3.amazonaws.com/images/408e76a0-6473-4ce1-8fe3-42dc67151e97.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,2:Yes – Functional (but not in use),,1:Water point has never broken down,No,9:No Damages,Seasonal,4,1:Yes,,1:No payment – its free,"1:Good, practically always",,2013,,,5:School,6:School,2:No,,Unknown,,150,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Bo,Kakua,Samamie,Gnanja Town,Water well,7.986654907770403,-11.74220353627681,140.1,a6wgl8mm,https://akvoflow-110.s3.amazonaws.com/images/72548323-b800-4012-babd-3926b2ab9603.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,6:I don't know,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,,Privste owned,8:Private Individual,3:Privat owner,3:Unknown,,,,20,Don't know,,,,,,4:Surface flow of sewage|5:The toilet smells bad|6:Toilet looks good,2:Water is not available,1:No device present,5:None
South,Bo,Bumpe Ngao,Bumpe,Bumpe,india mark 11,7.891076943387848,-11.905641513656956,73.2,a2ie05w0,https://akvoflow-110.s3.amazonaws.com/images/6a0b04cc-eec8-4bc1-aae1-f3c014e46f0a.jpg,1:Protected spring,,,,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1989,Other,UNDP,5:School,6:School,1:Yes,1:Yes,Yes,1:Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,4:Surface flow of sewage|5:The toilet smells bad,1:Water is available,3:Bucket,1:Bar soap
South,Bo,Bo Town,East Ward-Manjama - Shellmingo,Thomas Street Shellmingo,Mamadu Water Well,7.94316279452909,-11.729070084972287,120,a4wjb2ne,https://akvoflow-110.s3.amazonaws.com/images/cf9fd57a-d9e2-4614-b70e-c6ea6cfc9fd9.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,6:I don't know,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,,Privste owned,8:Private Individual,3:Privat owner,2:No,,,,25,Don't know,,,,,,4:Surface flow of sewage|5:The toilet smells bad|6:Toilet looks good,2:Water is not available,1:No device present,5:None
South,Pujehun,Makpele,Seitua,Tuasu community,Tuasu community,7.26845941,-11.37314962,107,99wotb43,https://akvoflow-110.s3.amazonaws.com/images/ee0661e7-ede1-41a3-a7c5-94771034b308.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,5:No - Still under construction,,1:Water point has never broken down,Unkown,OTHER:abandoned by contractor,Dry always / Never water,,9999:Uknown,,,,,2014,Other,NACSA,1:Community,11:No management,3:Unknown,,Unknown,,5,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Bonthe,Bum,Gbondubum,Nyupie,Nyupie community,7.44825513,-11.93211299,75,9i61n87t,https://akvoflow-110.s3.amazonaws.com/images/4dbe07c0-7dc1-4c52-af13-2c36b380e8e6.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,Government,,1:Community,2:Other community group,2:No,,No,,120,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Bonthe,Jong,Landi-Ngere,Gbaninga,Gbaninga C.H.P water point,7.64341751,-12.26750676,66.9,9r4syws3,https://akvoflow-110.s3.amazonaws.com/images/9d144587-486b-48af-8431-0753ded23b63.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,:Don't know,NACSA,6:Health Facility,7:Health Facility,1:Yes,1:Yes,No,,190,No,,,,,,6:Toilet looks good,2:Water is not available,3:Bucket,1:Bar soap
South,Bo,Bo Town,East Ward-Moriba Town-New  site,Bangalie Street,Private water point,7.963664162539172,-11.728787180747009,116.4,a5uftorr,https://akvoflow-110.s3.amazonaws.com/images/e46100f6-1ba7-4028-9bde-d3772cd6e8ef.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,3:Yes - But damaged,,4:Over a month,No,1:Damaged Well|6:Damaged Concrete|OTHER:No well cover,Always water,,2:No,Not protected,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1994,,Landlord,8:Private Individual,3:Privat owner,2:No,,,,0,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
South,Bonthe,Jong,Landi-Ngere,Mogona,Mogona village,7.62903179,-12.26369255,63.1,9qh0tkuk,https://akvoflow-110.s3.amazonaws.com/images/fc5437dc-0e4e-46bc-9cad-a13043f12783.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,No,1:Damaged Well|2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe,Always water,,1:Yes,,,,,2013,:Don't know,NacsA,1:Community,2:Other community group,1:Yes,1:Yes,No,,190,No,,,,,,6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
South,Bonthe,Jong,Beyinga,Gambia,Gambia Water Point,7.53668479,-12.17585802,24.9,9m8ajgke,https://akvoflow-110.s3.amazonaws.com/images/a909e466-d18c-4b08-902d-341f471dbf1b.jpg,6:Public tap/standpipe (stand-alone or water kiosk,1:Hand pump,9:India Mark II,1,,,3:Yes - But damaged,,6:I don't know,,3:Damaged Pump|4:Damaged Pipe,Seasonal,4,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2014,World Vision,Don´t know,5:School,6:School,1:Yes,1:Yes,Yes,1:Yes,10,Don't know,,,,,,1:Visible faecal residues around the drop hole or basin|3:Visible used anal cleaning material(e.g. Toilet paper),2:Water is not available,5:Water kettle/cooler,5:None
South,Pujehun,Pejeh(Futa peje,Pejeh East,HELEBU PEJEH,Helebu water point,7.5555095,-11.52760184,122,9n3f1424,https://akvoflow-110.s3.amazonaws.com/images/98bb5a5c-f500-4b4d-b45e-20a8a12c8fef.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,1:Yes,18,4:No - Broken down,3:Within the year,4:Over a month,No,2:Damaged Apron|4:Damaged Pipe,Seasonal,2,1:Yes,,,,,2008,Private,Individual,1:Community,1:WASH management committee,1:Yes,2:No,Yes,1:Yes,120,No,,,,,,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
South,Moyamba,Bumpeh,Mamu,Yaloh,Yaloh community well,8.084759631946998,-12.765162075451633,62.2,abep7syr,https://akvoflow-110.s3.amazonaws.com/images/830565a8-7924-42bc-a73a-cee156ec816b.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,No,1:Damaged Well|2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete,Always water,,1:Yes,,,,,1999,Care,care,1:Community,2:Other community group,2:No,,No,,5000,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,5:Water kettle/cooler,5:None
South,Pujehun,Soro Gbema,Zoker II,Levuma Soro,Levuma hand pump,7.230163,-11.3713491,110,985d4jsh,https://akvoflow-110.s3.amazonaws.com/images/2bfd740f-64d3-4dc6-8d7f-64dbcb4d7278.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,1:Yes,16,4:No - Broken down,4:Over a year ago,5:More than a year,No,2:Damaged Apron|3:Damaged Pump,Seasonal,5,9999:Uknown,,,,,2013,Government,Local Council,1:Community,11:No management,2:No,,No,,450,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Pujehun,Sowa,Upper Geoma,Nydorhun,Nydorhun water point,7.55487623,-11.69251903,111,9n2diu7x,https://akvoflow-110.s3.amazonaws.com/images/ee213538-4ef2-4163-bb54-313529576760.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,,1:Yes,35,1:Yes – Functional (and in use),,4:Over a month,Yes,1:Damaged Well,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1980,WHO,Bo Pujehun,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,120,Yes,Yes,No,,Yes,Yes,3:Visible used anal cleaning material(e.g. Toilet paper)|5:The toilet smells bad,1:Water is available,3:Bucket,1:Bar soap
South,Moyamba,Lower Banta,Mofindoh,mogboyor,mogboyor,7.84047172,-12.26940246,102,a06pevpi,https://akvoflow-110.s3.amazonaws.com/images/0f3756a8-f7fb-4b04-8ffb-d5d8cfe16dd1.jpg,3:Tube well or borehole,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,5:More than a year,No,9:No Damages,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,Private,,8:Private Individual,3:Privat owner,2:No,,No,,60,Don't know,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
South,Pujehun,Soro Gbema,Moiwebu,Waii,Hand Dug,7.04707772,-11.45413915,107,8zqkf5m5,https://akvoflow-110.s3.amazonaws.com/images/5110a1b7-c6df-421a-97af-bab96863486f.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,3:Yes - But damaged,,5:More than a year,No,2:Damaged Apron,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,Other,PACE/UNICEF,1:Community,11:No management,2:No,,No,,750,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Moyamba,Ribbi,Upper Ribbi,Molamina,AIPS,8.23288286,-12.88186654,42,ai7ohtte,https://akvoflow-110.s3.amazonaws.com/images/41dc04c4-a628-4246-8d43-a0783c02623b.jpg,2:Protected dug well,OTHER:no pump,,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,No,1:Damaged Well|2:Damaged Apron|3:Damaged Pump|6:Damaged Concrete,Always water,,2:No,water ecposed,,,,2003,PLAN,no idea,5:School,6:School,2:No,,No,,0,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,4:Ash / Mud / Sand
South,Bo,Bumpe Ngao,Bongor,Serabu,Serabu Community,7.796750716478126,-12.051789961438184,84.3,9y6efp8l,https://akvoflow-110.s3.amazonaws.com/images/60a7c0d4-9cc0-4b4f-837f-c520d61ad158.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Unkown,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,Other,Serabu hospital,1:Community,2:Other community group,3:Unknown,,Yes,2:No,30,Don't know,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
South,Bo,Bo Town,West Ward-Moriba Town - Sewa Road,Cee Line,Private,7.953168345143284,-11.733448462351921,178.3,a5d2ojme,https://akvoflow-110.s3.amazonaws.com/images/f2c8bb41-c7ac-4d69-9e16-f51131732114.jpg,9:Unprotected dug well,5:Gravity,,,1:Yes,15,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,1:Damaged Well,Seasonal,3,2:No,Because it salty,1:No payment – its free,3:Insufficient (> 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2011,,Private,8:Private Individual,3:Privat owner,2:No,,,,10,No,,,,,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door,2:Water is not available,1:No device present,5:None
South,Pujehun,Panga Kabonde,Samba,Bomu Samba,PDEC School,7.4342425,-11.64181874,73,9hivivgi,https://akvoflow-110.s3.amazonaws.com/images/53f86ccc-5a45-430f-8a79-397bba247dbf.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,4:No - Broken down,4:Over a year ago,4:Over a month,No,2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap,Seasonal,12,1:Yes,,,,,2002,Cord,PAST,1:Community,OTHER:PAST,2:No,,No,,600,Yes,No,No,,No,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Bonthe,Bonthe Urban,Bonthe Town,fornima,fornima pump,7.52324732,-12.5103637,31,9lm2cy3z,https://akvoflow-110.s3.amazonaws.com/images/d0c7fcb2-fc11-40f5-8b34-90b847d96399.jpg,3:Tube well or borehole,1:Hand pump,8:Unidentified,,1:Yes,9,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,WHH/ German Agro Action,Emas,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,10,Yes,Yes,No,,Don't know,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
South,Pujehun,Barri,Dakona,Taninahun,MCHP hand dug well,7.41171118,-11.4080536,113,9ghm57q8,https://akvoflow-110.s3.amazonaws.com/images/e7e7a174-9fc5-49aa-8c9d-a1940892b1ec.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,1:Yes,10,3:Yes - But damaged,,5:More than a year,Yes,3:Damaged Pump,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,EU,EU,6:Health Facility,1:WASH management committee,1:Yes,2:No,Yes,1:Yes,180,No,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,2:Detergent (Powder / Liquid / Paste)
South,Pujehun,Malen,Korwa,Basalleh Malen,SLMB  Primary School  water point,7.47367469,-11.81926425,72,9jc3333k,https://akvoflow-110.s3.amazonaws.com/images/66a6a656-cf80-4dfe-8a5f-20bb0922a208.jpg,1:Protected spring,,,,,,4:No - Broken down,4:Over a year ago,5:More than a year,,2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe,Seasonal,3,1:Yes,,,,,2011,WHH/ German Agro Action,WHH,5:School,1:WASH management committee,1:Yes,1:Yes,No,,90,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good|7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
