District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
North,Port Loko,Lokomasama,Yurika,yurika,Community well,8.74712525,-13.22949261,83,b5u50oue,https://akvoflow-110.s3.amazonaws.com/images/b9da5668-be67-4e1f-b0e6-321d86634bdc.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,3:Over a week,No,4:Damaged Pipe,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1990,Government,Private,1:Community,2:Other community group,1:Yes,1:Yes,No,,180,Yes,Yes,Yes,No,Yes,Yes,4:Surface flow of sewage|6:Toilet looks good,2:Water is not available,1:No device present,5:None
North,Koinadugu,Nieni,Nieni,Kumala,Bore hole,9.06839209,-11.40185929,436,bklglele,https://akvoflow-110.s3.amazonaws.com/images/a6752bbb-765b-4c87-a741-4710147bdb5b.jpg,3:Tube well or borehole,2:Submersible pump,,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2016,OXFAM,OXFAM,6:Health Facility,7:Health Facility,1:Yes,2:No,No,,360,No,,,,,,1:Visible faecal residues around the drop hole or basin,1:Water is available,3:Bucket,1:Bar soap
North,Port Loko,TMS,Kambia,Rogbere Village,Umaru Fornah,8.799348584120406,-12.565876609606818,76.3,b88i24pm,https://akvoflow-110.s3.amazonaws.com/images/e26a6f90-b34a-4938-a8c9-420aec9fcae0.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,4:Over a month,No,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2009,PLAN,Community,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,1:Yes,2500,Yes,Yes,Yes,No,Yes,Yes,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Bombali,Safroko Limba,Binkolo,Kagbo,Kagbo community well,9.02495017,-11.99199658,99.2,bilmajan,https://akvoflow-110.s3.amazonaws.com/images/af3f0ae4-0adc-4b49-9a5d-82f0957e9bbc.jpg,2:Protected dug well,1:Hand pump,8:Unidentified,,2:No,,4:No - Broken down,4:Over a year ago,6:I don't know,Yes,1:Damaged Well|3:Damaged Pump,Always water,,1:Yes,,,,,1988,PLAN,Plan,1:Community,2:Other community group,3:Unknown,,Yes,1:Yes,30,Yes,Don't know,Yes,No,Yes,Don't know,1:Visible faecal residues around the drop hole or basin,2:Water is not available,1:No device present,5:None
North,Bombali,Gbendembu Ngowahun,Loko-Madina,madina,bdec schools,9.094782780911713,-12.049142372336927,17.3,blt3sh0r,https://akvoflow-110.s3.amazonaws.com/images/9b4b60db-9b84-482e-b372-1bf0a764fb8a.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,1:Yes – Functional (and in use),,4:Over a month,Yes,2:Damaged Apron|6:Damaged Concrete,Seasonal,2,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2004,Action Aid,district council,1:Community,9:Local council,1:Yes,2:No,Yes,1:Yes,5,No,,,,,,2:Visible faecal residues on the floor-wall or door|4:Surface flow of sewage,2:Water is not available,1:No device present,5:None
North,Port Loko,Buya Romende,Kamasundu,Mashima,Mashima,8.852883402009304,-12.509417882049943,107.4,bap1ox46,https://akvoflow-110.s3.amazonaws.com/images/6190b87b-7ffa-4b67-a1ce-53b323256ce7.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,3:Over a week,No,9:No Damages,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2008,Religious Group,Islamic mission,1:Community,OTHER:cmmunity people,2:No,,No,,35,No,,,,,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Koinadugu,Neya,Upper Saradu,Durukoro,Hand dug well,9.01345296,-10.72830256,817,bi2llrv7,https://akvoflow-110.s3.amazonaws.com/images/e71e9690-ab97-44c2-a260-ea043d76267a.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,4:No - Broken down,4:Over a year ago,4:Over a month,No,2:Damaged Apron|4:Damaged Pipe,Seasonal,30,1:Yes,,,,,2011,Government,Goverment,1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,9,No,,,,,,1:Visible faecal residues around the drop hole or basin|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Port Loko,Kaffu Bullom,Kasongha,Tombo Bana,Community well,8.621172176431596,-13.1768032791057,40.2,b01ua48o,https://akvoflow-110.s3.amazonaws.com/images/50e3f34c-1cf1-4382-bf33-97bdb6a85a18.jpg,2:Protected dug well,1:Hand pump,2:Bucket,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,1:Damaged Well|2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap,Dry always / Never water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,Community,Private,8:Private Individual,3:Privat owner,2:No,,No,,50,Yes,Yes,Yes,Yes,Yes,Yes,1:Visible faecal residues around the drop hole or basin|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
North,Port Loko,Marampa,Mange,kamp mange,kimp mange community water point,8.698315930551303,-12.41011173391838,142.5,b3lezqth,https://akvoflow-110.s3.amazonaws.com/images/25733454-1696-49f3-970b-af787dfa8823.jpg,2:Protected dug well,1:Hand pump,6:PB Mark II,,2:No,,1:Yes – Functional (and in use),,4:Over a month,No,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,Religious Group,unknown,1:Community,OTHER:community people,2:No,,No,,14,No,,,,,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Port Loko,Lokomasama,Gbainty,Katic wallah,School well,8.820669578577174,-13.104786881427238,43.3,b97reelj,https://akvoflow-110.s3.amazonaws.com/images/65248831-cc92-42a9-88a6-2a1c12a0f8d7.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,6:Damaged Concrete,Dry always / Never water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,Cord,Acord,5:School,6:School,1:Yes,1:Yes,Yes,2:No,5000,Yes,Yes,Yes,Yes,Yes,Yes,1:Visible faecal residues around the drop hole or basin|3:Visible used anal cleaning material(e.g. Toilet paper)|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
North,Bombali,Makari Gbanti,Yainkassa,Yainkasa town,Community school well,8.79810813,-12.3079291,94.1,b86g8bpj,https://akvoflow-110.s3.amazonaws.com/images/11e92961-0a39-4030-892d-da6d8407b940.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,3:Over a week,Yes,2:Damaged Apron|6:Damaged Concrete,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2006,UNICEF,None,2:NGO,6:School,1:Yes,1:Yes,No,,60,No,,,,,,6:Toilet looks good,1:Water is available,5:Water kettle/cooler,1:Bar soap
North,Koinadugu,Nieni,Nieni,yinffin,Stand pipe,9.12297696,-11.26977118,401,bn3q59bt,https://akvoflow-110.s3.amazonaws.com/images/a645ec8f-603e-451e-bee5-7a1b590b1674.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,25,,,1:Yes – Functional (and in use),,4:Over a month,,2:Damaged Apron,Seasonal,3,1:Yes,,5:Only after system breakdown,2:Reasonable (< 7 days per month no supply),OTHER:clean,1973,Other,MEDICOS,1:Community,2:Other community group,2:No,,No,,540,No,,,,,,1:Visible faecal residues around the drop hole or basin,1:Water is available,1:No device present,5:None
North,Koinadugu,Nieni,Barawa,Seredoya,Hand dug well,9.31806635,-11.33082478,419,bw2daujg,https://akvoflow-110.s3.amazonaws.com/images/2056133c-2983-4a32-8e33-39ecd83791f5.jpg,2:Protected dug well,1:Hand pump,6:PB Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,2:Damaged Apron|OTHER:cylinder to be review,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1986,Government,Non,1:Community,2:Other community group,2:No,,Yes,999:Don't know,180,No,,,,,,1:Visible faecal residues around the drop hole or basin,1:Water is available,5:Water kettle/cooler,5:None
North,Tonkolili,Kholifa Rowala,Old Magburaka,mabom street community,walbana pump,8.721182130810297,-11.955268338105094,102.2,b4n8lzsw,https://akvoflow-110.s3.amazonaws.com/images/6ef45c0e-f4b1-4118-9a26-3d0703fd62c3.jpg,OTHER:stand tap,,,,,,1:Yes – Functional (and in use),,,,,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2013,,SALWACO,1:Community,4:SALWACO,2:No,,,,20,Don't know,,,,,,3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Port Loko,Sanda Magbolont,Gbonko,Katimpie,Community Water Point,9.173724973662372,-12.54537036924038,71.6,bpfnoe8d,https://akvoflow-110.s3.amazonaws.com/images/dd34b748-478a-4a68-bdbf-9572a629361a.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,2:Yes – Functional (but not in use),,6:I don't know,No,OTHER:Slab available but not yet covered,Always water,,2:No,Because it is unprotected,1:No payment – its free,"1:Good, practically always",,2014,,Community,1:Community,11:No management,2:No,,,,180,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
North,Bombali,Makari Gbanti,Rosint,Teko Karineh,School Pump,8.857964129074816,-12.023708015800217,137.7,baxg50od,https://akvoflow-110.s3.amazonaws.com/images/1bbb8f99-0396-4ea6-a60e-9e155b87f0e2.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,2:Yes – Functional (but not in use),,1:Water point has never broken down,No,9:No Damages,Seasonal,3,2:No,It is not protected,1:No payment – its free,"1:Good, practically always",,1990,,Don't know,1:Community,11:No management,2:No,,,,75,No,,,,,,5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Bombali,Gbendembu Ngowahun,Lobanga,Kambia,School Well,9.176342290068787,-12.03830621121681,156.2,bpjznutb,https://akvoflow-110.s3.amazonaws.com/images/85d726f6-4b6c-4811-8f8d-d1c7d8d56e28.jpg,3:Tube well or borehole,1:Hand pump,8:Unidentified,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,Government,Honourable,5:School,1:WASH management committee,1:Yes,1:Yes,No,,300,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
North,Port Loko,Kaffu Bullom,Mamanki,Yeakia,Community well,8.5870001520222,-13.149115006018334,43.6,ayhbvxyb,https://akvoflow-110.s3.amazonaws.com/images/e645f8a7-c065-417b-b9da-a84e0cacd3c8.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,5:No - Still under construction,,1:Water point has never broken down,Yes,1:Damaged Well|2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe|5:Damaged Tap|6:Damaged Concrete|7:Damaged Tank,Dry always / Never water,,1:Yes,,,,,2016,UNICEF,Mariatu's Hope,1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,1:Visible faecal residues around the drop hole or basin|3:Visible used anal cleaning material(e.g. Toilet paper)|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
North,Port Loko,Lokomasama,Gbainty,Magbon,Community Well,8.787780377438306,-13.136310533259973,64.3,b7pdt5sz,https://akvoflow-110.s3.amazonaws.com/images/99a2f80a-f85e-4bbc-b73a-cab808c252ad.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,2:Yes – Functional (but not in use),,5:More than a year,Yes,1:Damaged Well|3:Damaged Pump|5:Damaged Tap|6:Damaged Concrete,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",,2001,ICRC,RCSL,1:Community,2:Other community group,2:No,,No,,4000,Yes,Yes,Yes,Yes,Yes,Yes,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
North,Port Loko,Kaffu Bullom,Kasongha,ROTIFUNK,Private well,8.600866485455835,-13.17859079083014,57.1,az492qmh,https://akvoflow-110.s3.amazonaws.com/images/3b25a815-845a-4a38-8c0d-1fd9b6f35075.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,1:Damaged Well,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2007,Private,Private well,8:Private Individual,3:Privat owner,1:Yes,2:No,No,,50,Yes,Yes,Yes,Yes,No,,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
North,Port Loko,Buya Romende,Foredugu,Masanissie,DEC Primary school,8.783748,-12.3925633,95,b7ip9vo5,https://akvoflow-110.s3.amazonaws.com/images/06f22293-8dea-4a65-b631-e222364b48a4.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,1:Yes,14,1:Yes – Functional (and in use),,5:More than a year,Yes,9:No Damages,Seasonal,4,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2004,PLAN,caWec,5:School,6:School,1:Yes,1:Yes,Yes,2:No,90,No,,,,,,6:Toilet looks good,2:Water is not available,2:Tap,5:None
North,Bombali,Sella Limba,Samia,Kamethe 1,Bdec Pri Sch well Kamethe 1,9.579770532467146,-12.220971078770024,109.8,c836ue8x,https://akvoflow-110.s3.amazonaws.com/images/e8695ec2-e7ed-405a-8bab-25f6caf0ac1e.jpg,2:Protected dug well,1:Hand pump,10:India Mark III,,1:Yes,7,4:No - Broken down,2:Within the last month,4:Over a month,No,2:Damaged Apron|3:Damaged Pump,Seasonal,2,1:Yes,,,,,2013,UNICEF,Cadeps.,5:School,10:NGO,1:Yes,1:Yes,Yes,1:Yes,40,Yes,No,No,,No,,,,,
North,Port Loko,Buya Romende,Worreh Mapoteh,Makonday,R.C.Primary School,8.8842224,-12.38648255,50,bc4vle1k,https://akvoflow-110.s3.amazonaws.com/images/eba4165d-242e-4429-912f-6a4f099bf261.jpg,2:Protected dug well,1:Hand pump,6:PB Mark II,,1:Yes,15,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,Religious Group,ceWec (NGO),5:School,1:WASH management committee,1:Yes,1:Yes,No,,240,No,,,,,,6:Toilet looks good,1:Water is available,2:Tap,5:None
North,Tonkolili,Kholifa Rowala,Bo Road,magburaka,MCA water point,8.718075808745372,-11.94898660024918,117.5,b4i3g6m9,https://akvoflow-110.s3.amazonaws.com/images/af72234a-ed3d-4b58-8720-1c6361ee98b6.jpg,6:Public tap/standpipe (stand-alone or water kiosk,OTHER:tap,,1,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2014,Government,council,5:School,6:School,1:Yes,1:Yes,No,,15,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
