District,Chiefdom,Section,Community,Community Name,7430032|Water point Name,2420047|Latitude,--GEOLON--|Longitude,--GEOELE--|Elevation,--GEOCODE--|Geo Code,Photo,|Type of water point,Extraction system type,Pump type,Number of taps at this point,Are you able to measure the depth of well?,Measure the depth of the well (in metres),Water point Functionality,When did the water point break down?,"Last time the water point broke down, how long did it take to repair?",Is/was this point monthly or regularly chlorinated?,Does this Water point have any damage?,Is water available throughout the year?,"During the seasonal drought of the well, how long is it not available? (months)",Is/was this point used for drinking water,Why is this point not used for drinking water?,Is the water paid for at this point?,How reliable is the water point?,Is the water clean or is there a quality problem?,Year of construction,Installer / implementing agency,Others Installer / implementing agency,Who owns the water point?,Who is maintaining the water point (routine repairs)?,Is there a WASH management committee?,Is the WASH management committee functioning?,Is there a trained mechanic available at this point?,Were trained mechanics provided with toolkits?,How many minutes does it take to reach the nearest spare part supplier?,Has the community been declared ODF?,Do you think the community is still ODF?,Are there functioning latrines in this village?,Do the latrines have handwashing facilities?,Are there trained natural ODF leaders in this community?,Are the trained natural ODF leaders performing their role effectively?,Observations about toilet,Observe presence of water at the specific place for hand washing,Observe what device is present for hand washing,Record if soap or detergent is present at the specific place for hand washing
East,Kono,Lei,Tingi-Kor,Koema,Masie,8.85474095,-10.783598,574,bas4f6bf,https://akvoflow-110.s3.amazonaws.com/images/5c4d861d-bd82-4145-b163-f2bc136bb806.jpg,11:Dam/pan (runoff harvesting),,,,,,1:Yes – Functional (and in use),,4:Over a month,,4:Damaged Pipe|6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2011,World Vision,,1:Community,1:WASH management committee,1:Yes,1:Yes,Yes,2:No,120,No,,,,,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Sebema road,Faway primary school,7.98838331,-10.83860361,219.2,a6zbl1b6,https://akvoflow-110.s3.amazonaws.com/images/418c6954-e2a1-4637-a866-ce2d2379dd75.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,1,,,4:No - Broken down,4:Over a year ago,5:More than a year,,5:Damaged Tap,Seasonal,6,1:Yes,,,,,2009,SALWACO,Non,5:School,6:School,2:No,,No,,60,No,,,,,,6:Toilet looks good,2:Water is not available,5:Water kettle/cooler,5:None
East,Kailahun,Yawei,Kuiva Jagor,Kpongbolu Well.2,Kpongbolu Water Well.2,8.36912234,-10.80029828,304.4,aogzuzfm,https://akvoflow-110.s3.amazonaws.com/images/b4350640-6d36-405c-a619-2fd50c4ab28c.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,4:No - Broken down,2:Within the last month,4:Over a month,Yes,OTHER:Cylender Head Damage,Always water,,1:Yes,,,,,2010,OXFAM,Community,1:Community,2:Other community group,2:No,,Yes,2:No,290,No,,,,,,1:Visible faecal residues around the drop hole or basin|4:Surface flow of sewage,2:Water is not available,1:No device present,5:None
East,Kono,Koidu City,Gbense-Moindefeh A,Gbense moindefeh A.Koidu town,Privat water well,8.64813299,-10.94557304,424,b1afe9xr,https://akvoflow-110.s3.amazonaws.com/images/4e25feea-471c-4190-b741-c9fd4ffec6a1.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,1:Yes,10,1:Yes – Functional (and in use),,2:Less than a week,Yes,OTHER:No franse,Seasonal,1,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,Private,None,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,120,Yes,Yes,Yes,No,Yes,Yes,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Kissi Tongi,Upper Konio,Buedu,BiamaRoadWaterPoint3,8.28222839,-10.37239046,356,akha217v,https://akvoflow-110.s3.amazonaws.com/images/7df2aebc-ab0f-4666-ab65-426742bd38da.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,4:Over a month,No,9:No Damages,Seasonal,4,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,OXFAM,U N H C R,1:Community,2:Other community group,2:No,,Yes,1:Yes,60,No,,,,,,4:Surface flow of sewage,1:Water is available,5:Water kettle/cooler,1:Bar soap
East,Kailahun,Upper Bambara,Korbu,Giema,Giema,8.06890999,-10.7040281,227,aaohjb8g,https://akvoflow-110.s3.amazonaws.com/images/553567e8-6c50-4d9c-b3d3-7eeb78b0b679.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,OXFAM,other,1:Community,2:Other community group,1:Yes,1:Yes,Yes,1:Yes,30,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Gbense,Moindekor,Koidu City,NA Quarter,8.64769139,-10.97144054,404,b19p77iq,https://akvoflow-110.s3.amazonaws.com/images/2e608bfe-aff9-40b3-9c11-b61acca2f87c.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,1:Yes,18,1:Yes – Functional (and in use),,6:I don't know,No,9:No Damages,Always water,,2:No,No Cover,1:No payment – its free,"1:Good, practically always","2:Coloured (e.g. whitish, brown, green)",2000,,World Vision,2:NGO,9:Local council,1:Yes,1:Yes,,,5,Yes,Yes,Yes,Yes,Yes,Yes,5:The toilet smells bad|6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Dea,Baiwalla,Baiwala,Non,7.98976388,-10.6485189,223.6,a71lqtbp,https://akvoflow-110.s3.amazonaws.com/images/6e9ca954-77dd-4219-bf7f-6372661b9fc6.jpg,2:Protected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,3:Over a week,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2015,Private,Self,8:Private Individual,3:Privat owner,2:No,,No,,150,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Kpeje West,,Bunumbu two-dimensional,Váyanse Water Well,8.17216939,-10.84848135,223.1,aff9dcxw,https://akvoflow-110.s3.amazonaws.com/images/995ac3ab-d408-42bc-8ca0-dcbf68934cef.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,5:More than a year,Yes,1:Damaged Well|7:Damaged Tank,Seasonal,3,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),"2:Coloured (e.g. whitish, brown, green)",2012,,non,8:Private Individual,3:Privat owner,2:No,,,,48,No,,,,,,2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Mandu,Upper Kuiva,Nyanyagohun,Non,7.91605132,-10.6770158,262.6,a3np8pjm,https://akvoflow-110.s3.amazonaws.com/images/0e0342e5-ce77-465e-88f5-4c11be355f49.jpg,3:Tube well or borehole,1:Hand pump,9:India Mark II,,2:No,,2:Yes – Functional (but not in use),,3:Over a week,Yes,9:No Damages,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",,2011,Government,Comm.,1:Community,2:Other community group,2:No,,No,,160,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Luawa,Luawa Foguiya,Kailahun,Torkpombu Water point,8.26667257,-10.56190395,358,ajrk9103,https://akvoflow-110.s3.amazonaws.com/images/53881256-8508-4104-b30d-d8aaf79ee6a7.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,2:Damaged Apron|6:Damaged Concrete,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2004,Other,Fawe,1:Community,2:Other community group,3:Unknown,,Yes,1:Yes,10,Don't know,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Yawatanda,kayima,hand dug well,8.87832339,-11.16124059,412,bbv4bdoc,https://akvoflow-110.s3.amazonaws.com/images/9ad4f7c1-dc68-4ad0-8baa-69a321da9833.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,2:Less than a week,Yes,9:No Damages,Seasonal,2,1:Yes,,1:No payment – its free,2:Reasonable (< 7 days per month no supply),1:Crystal clear,2015,Government,not applicable,5:School,6:School,2:No,,Yes,1:Yes,120,Yes,Don't know,Yes,No,Don't know,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,,Yormardu,Yormadu community pump,8.74357282,-11.10474484,380,b5o9ncp3,https://akvoflow-110.s3.amazonaws.com/images/b7f3eb3f-f93a-4074-9f7b-28d79e131184.jpg,2:Protected dug well,1:Hand pump,4:India Mark,,2:No,,1:Yes – Functional (and in use),,6:I don't know,No,1:Damaged Well|6:Damaged Concrete,Dry always / Never water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2002,Peace Wind japan,,1:Community,2:Other community group,2:No,,Yes,2:No,60,No,,,,,,3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,New London,New London community,7.99418268,-10.84054343,210.9,a78wwg6t,https://akvoflow-110.s3.amazonaws.com/images/a5f6f644-c2ef-4224-9bf7-fc0c8e349058.jpg,2:Protected dug well,1:Hand pump,10:India Mark III,,2:No,,4:No - Broken down,4:Over a year ago,6:I don't know,Unkown,2:Damaged Apron|3:Damaged Pump|4:Damaged Pipe,Seasonal,3,1:Yes,,,,,2008,SALWACO,Non,1:Community,4:SALWACO,2:No,,No,,58,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Yawatanda,Gbeicho,Gbeicho,8.88997177,-11.16000565,438,bcedxdf4,https://akvoflow-110.s3.amazonaws.com/images/7d3c55ec-e289-4340-8b22-7bad385afecb.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,1:Water point has never broken down,,9:No Damages,Seasonal,3,1:Yes,,"4:Yes, Flat rate (LE/HH/month)",2:Reasonable (< 7 days per month no supply),1:Crystal clear,1999,Private,private,8:Private Individual,3:Privat owner,1:Yes,1:Yes,No,,3,Yes,Yes,Yes,No,Yes,Yes,3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kailahun,Upper Bambara,Naiahun,Pendembu,Pendembu,8.09935199,-10.69196657,234.5,ac2ug86f,https://akvoflow-110.s3.amazonaws.com/images/fcc4e33d-9d8f-43dd-856f-ea7bfdcdfa9e.jpg,2:Protected dug well,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,OXFAM,Oxfam,5:School,6:School,2:No,,Yes,2:No,20,No,,,,,,6:Toilet looks good,1:Water is available,3:Bucket,1:Bar soap
East,Kailahun,Jawie,Kaio,Goa,School water point,7.93821915,-10.86688666,247.6,a4oclbjw,https://akvoflow-110.s3.amazonaws.com/images/054e0a7c-cd04-4e79-bfce-6bef8c7fea6a.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,6:Damaged Concrete,Seasonal,5,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2012,Red Cross,Plan,5:School,6:School,1:Yes,1:Yes,No,,90,No,,,,,,4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
East,Kenema,Kenema City,Gbo Lambayama A-Kondebotihun,Kondehbotihun,Mr Abdulai  Barrie,7.894581877626479,-11.183858569711447,173.3,a2o6z5ni,https://akvoflow-110.s3.amazonaws.com/images/8162b225-7279-40e2-854e-a698fe074028.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,,Mr Abdulai Barrie,8:Private Individual,3:Privat owner,2:No,,,,10,No,,,,,,4:Surface flow of sewage|6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Jawie,Sowa,Tawovehun,Wosoma,7.99082546,-10.83895405,213.3,a73cusx1,https://akvoflow-110.s3.amazonaws.com/images/62640c15-0d1d-46ec-9ad7-0932f0864ea4.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,4:No - Broken down,4:Over a year ago,5:More than a year,Yes,2:Damaged Apron|3:Damaged Pump|5:Damaged Tap,Always water,,1:Yes,,,,,1989,SALWACO,Non,1:Community,4:SALWACO,2:No,,No,,60,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Bafinfeh,Seidu,hand dug well,8.72620747,-11.09807126,380,b4vjhev8,https://akvoflow-110.s3.amazonaws.com/images/931e41b2-f0f4-4cca-9e14-e592c875c445.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,Yes,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2010,UNICEF,,5:School,6:School,1:Yes,1:Yes,Yes,1:Yes,15,No,,,,,,5:The toilet smells bad|6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kailahun,Upper Bambara,Bambara,Pendembu,Pendembu,8.0987807,-10.69732781,220.6,ac1wiiql,https://akvoflow-110.s3.amazonaws.com/images/f9226ce2-1e47-4cb6-8cc5-d290f9199a84.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,1:Damaged Well,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2005,,Private,8:Private Individual,3:Privat owner,2:No,,,,28,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kailahun,Luawa,Luawa Foguiya,Kailahun,Kissitown  water  point,8.27971689,-10.5676372,364,akd4m9vw,https://akvoflow-110.s3.amazonaws.com/images/abf9c01b-0e43-4c72-b6a1-4fe136ecfac4.jpg,9:Unprotected dug well,"7:Hand manual (e.g. rope pump, rope & bucket)",,,2:No,,1:Yes – Functional (and in use),,5:More than a year,No,OTHER:No lid,Always water,,2:No,cloudy,1:No payment – its free,"1:Good, practically always","2:Coloured (e.g. whitish, brown, green)",1999,,,8:Private Individual,3:Privat owner,2:No,,,,0,Yes,Yes,No,,No,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Sandor,Yawatanda,Gbeicho,Gbeicho .,8.89022327,-11.15941756,411,bcest7je,https://akvoflow-110.s3.amazonaws.com/images/373e1323-4903-45f4-8c5a-720ae1ce2158.jpg,7:Piped water into dwelling/plot/yard,,,1,,,1:Yes – Functional (and in use),,2:Less than a week,,6:Damaged Concrete,Seasonal,3,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1956,Private,private,8:Private Individual,3:Privat owner,1:Yes,1:Yes,Yes,1:Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,6:Toilet looks good,1:Water is available,2:Tap,1:Bar soap
East,Kailahun,Kissi Teng,Bumasadu,Baoma Kukuma,Baoma water point,8.28991278,-10.39352468,403,aktzwdkv,https://akvoflow-110.s3.amazonaws.com/images/cf7aba22-c190-4a1b-b0a3-37d4f3db5fa6.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,5:More than a year,No,2:Damaged Apron|OTHER:Cleaning needed,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2003,Government,,1:Community,2:Other community group,2:No,,Yes,1:Yes,60,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Tankoro,Njama,Senehun Village,Community Well,8.53368126,-10.95358147,381,aw15c7hb,https://akvoflow-110.s3.amazonaws.com/images/0002a51f-382d-42a4-8a2a-09128bf838c6.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,1:Yes,12,1:Yes – Functional (and in use),,5:More than a year,Yes,2:Damaged Apron|OTHER:No Feanse,Seasonal,60,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1984,Water Aid,Card,1:Community,2:Other community group,1:Yes,1:Yes,No,,120,Yes,No,Yes,No,Yes,Yes,1:Visible faecal residues around the drop hole or basin|5:The toilet smells bad,2:Water is not available,5:Water kettle/cooler,5:None
East,Kono,Nimikoro,Jaiama,Jaiama nimikoro,public Stand post,8.55186607,-11.09067445,437,awv7qabe,https://akvoflow-110.s3.amazonaws.com/images/e0e8e7d2-e6f7-4aa7-aa85-5b2f5b54e698.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,one,,,4:No - Broken down,1:Within the last week,2:Less than a week,,5:Damaged Tap,Always water,,1:Yes,,,,,1984,Water Aid,,1:Community,2:Other community group,2:No,,No,,90,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
East,Kono,Gbense,Banyakor,fadar,bore hole,8.77122692,-10.93528342,515,b6xzuv1k,https://akvoflow-110.s3.amazonaws.com/images/79c0e02f-2146-49fb-ae1a-1d711ce32e87.jpg,2:Protected dug well,1:Hand pump,9:India Mark II,,2:No,,1:Yes – Functional (and in use),,2:Less than a week,Yes,9:No Damages,Seasonal,2,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,1989,Peace Wind japan,not applicable,1:Community,2:Other community group,2:No,,No,,60,Yes,Yes,Yes,No,Don't know,,1:Visible faecal residues around the drop hole or basin|2:Visible faecal residues on the floor-wall or door|3:Visible used anal cleaning material(e.g. Toilet paper)|4:Surface flow of sewage|5:The toilet smells bad,2:Water is not available,1:No device present,5:None
East,Kono,Nimikoro,Jaiama,Wanjama,Public Stand Post,8.56238826,-11.06864711,430,axcm2aji,https://akvoflow-110.s3.amazonaws.com/images/db020acf-4b46-48aa-8557-d9ea92b04a7a.jpg,6:Public tap/standpipe (stand-alone or water kiosk,5:Gravity,,One,,,1:Yes – Functional (and in use),,3:Over a week,,5:Damaged Tap,Always water,,1:Yes,,"4:Yes, Flat rate (LE/HH/month)","1:Good, practically always",1:Crystal clear,2010,World Vision,,1:Community,OTHER:Community,2:No,,No,,120,No,,,,,,6:Toilet looks good,2:Water is not available,1:No device present,5:None
East,Kono,Gbense,Banyafeh,Baiama,Bore hole,8.73422111,-10.94341776,466,b58sz0u2,https://akvoflow-110.s3.amazonaws.com/images/6cc427e0-8637-4c08-b2cc-8ded45157d84.jpg,3:Tube well or borehole,1:Hand pump,11:Kardia,,2:No,,1:Yes – Functional (and in use),,1:Water point has never broken down,No,9:No Damages,Always water,,1:Yes,,1:No payment – its free,"1:Good, practically always",1:Crystal clear,2003,Peace Wind japan,,1:Community,2:Other community group,2:No,,No,,120,No,,,,,,7:No toilet in household / not applicable,2:Water is not available,1:No device present,5:None
